Date,Adj Close
2024-01-02,345.5798645019531
2024-01-03,343.7635803222656
2024-01-04,346.40814208984375
2024-01-05,351.228271484375
2024-01-08,357.92449951171875
2024-01-09,356.697021484375
2024-01-10,369.71026611328125
2024-01-11,368.91192626953125
2024-01-12,373.7220153808594
2024-01-16,366.7064514160156
2024-01-17,367.61456298828125
2024-01-18,375.3586730957031
2024-01-19,382.6636657714844
2024-01-22,380.9970703125
2024-01-23,384.4100646972656
2024-01-24,389.8987731933594
2024-01-25,392.3736877441406
2024-01-26,393.3317565917969
2024-01-29,400.1976013183594
2024-01-30,399.2395935058594
2024-01-31,389.3399658203125
2024-02-01,393.9704284667969
2024-02-02,474.01593017578125
2024-02-05,458.4678649902344
2024-02-06,453.7875061035156
2024-02-07,468.6269836425781
2024-02-08,469.0361633300781
2024-02-09,467.1500244140625
2024-02-12,467.93841552734375
2024-02-13,459.1764221191406
2024-02-14,472.3094177246094
2024-02-15,483.0373840332031
2024-02-16,472.349365234375
2024-02-20,470.7825622558594
2024-02-21,467.5657653808594
2024-02-22,485.6478271484375
2024-02-23,483.5498962402344
2024-02-26,481.2621765136719
2024-02-27,486.56689453125
2024-02-28,483.5398864746094
2024-02-29,489.64385986328125
2024-03-01,501.8017578125
2024-03-04,497.69586181640625
2024-03-05,489.7337646484375
2024-03-06,495.5979309082031
2024-03-07,511.6819763183594
2024-03-08,505.44818115234375
2024-03-11,483.1103210449219
2024-03-12,499.2543029785156
2024-03-13,495.0784606933594
2024-03-14,491.3421630859375
2024-03-15,483.6198425292969
2024-03-18,496.487060546875
2024-03-19,495.7477722167969
2024-03-20,505.0185852050781
2024-03-21,507.2563781738281
2024-03-22,509.0745544433594
2024-03-25,502.52105712890625
2024-03-26,495.3981628417969
2024-03-27,493.3701477050781
2024-03-28,485.0983581542969
2024-04-01,490.8626403808594
2024-04-02,496.8766784667969
2024-04-03,506.23736572265625
2024-04-04,510.4132385253906
2024-04-05,526.8169555664062
2024-04-08,518.7349853515625
2024-04-09,516.3873291015625
2024-04-10,519.3143920898438
2024-04-11,522.6410522460938
2024-04-12,511.3922424316406
2024-04-15,499.7338562011719
2024-04-16,499.2643127441406
2024-04-17,493.67987060546875
2024-04-18,501.3022766113281
2024-04-19,480.59283447265625
2024-04-22,481.252197265625
2024-04-23,495.6079406738281
2024-04-24,493.010498046875
2024-04-25,440.94219970703125
2024-04-26,442.8503112792969
2024-04-29,432.1908874511719
2024-04-30,429.74334716796875
2024-05-01,438.7543640136719
2024-05-02,441.2419128417969
2024-05-03,451.5116882324219
2024-05-06,465.21807861328125
2024-05-07,467.7755432128906
2024-05-08,472.1312561035156
2024-05-09,474.9484558105469
2024-05-10,475.7276916503906
2024-05-13,467.5458068847656
2024-05-14,471.3819885253906
2024-05-15,481.0623779296875
2024-05-16,472.7606201171875
2024-05-17,471.4419250488281
2024-05-20,468.3749694824219
2024-05-21,464.1691589355469
2024-05-22,467.3160095214844
2024-05-23,465.3179931640625
2024-05-24,477.74566650390625
2024-05-28,479.4440002441406
2024-05-29,473.88946533203125
2024-05-30,466.58673095703125
2024-05-31,466.366943359375
2024-06-03,477.0163879394531
2024-06-04,476.5168762207031
2024-06-05,494.5689697265625
2024-06-06,493.270263671875
2024-06-07,492.4710388183594
2024-06-10,502.10150146484375
2024-06-11,506.9666442871094
2024-06-12,508.3352966308594
2024-06-13,503.6000061035156
2024-06-14,504.1600036621094
2024-06-17,506.6300048828125
2024-06-18,499.489990234375
2024-06-20,501.70001220703125
2024-06-21,494.7799987792969
