Date,Adj Close
2024-01-02,138.0115966796875
2024-01-03,138.7607421875
2024-01-04,136.233642578125
2024-01-05,135.57440185546875
2024-01-08,138.6808319091797
2024-01-09,140.78842163085938
2024-01-10,142.1168975830078
2024-01-11,141.91712951660156
2024-01-12,142.48646545410156
2024-01-16,142.32666015625
2024-01-17,141.30783081054688
2024-01-18,143.31552124023438
2024-01-19,146.2122039794922
2024-01-22,145.82264709472656
2024-01-23,146.87142944335938
2024-01-24,148.52952575683594
2024-01-25,151.69589233398438
2024-01-26,152.01553344726562
2024-01-29,153.33401489257812
2024-01-30,151.286376953125
2024-01-31,139.93939208984375
2024-02-01,140.99818420410156
2024-02-02,142.21678161621094
2024-02-05,143.51527404785156
2024-02-06,143.934814453125
2024-02-07,145.37315368652344
2024-02-08,145.74273681640625
2024-02-09,148.82919311523438
2024-02-12,147.36087036132812
2024-02-13,144.97361755371094
2024-02-14,145.772705078125
2024-02-15,142.60633850097656
2024-02-16,140.35891723632812
2024-02-20,140.95822143554688
2024-02-21,142.38658142089844
2024-02-22,143.92481994628906
2024-02-23,143.7949676513672
2024-02-26,137.4123077392578
2024-02-27,138.72079467773438
2024-02-28,136.22366333007812
2024-02-29,138.30128479003906
2024-03-01,136.9827880859375
2024-03-04,133.1971435546875
2024-03-05,132.51791381835938
2024-03-06,131.24935913085938
2024-03-07,134.2259521484375
2024-03-08,135.25477600097656
2024-03-11,137.51217651367188
2024-03-12,138.3412322998047
2024-03-13,139.62974548339844
2024-03-14,142.9359588623047
2024-03-15,141.0181427001953
2024-03-18,147.5106964111328
2024-03-19,146.8614501953125
2024-03-20,148.56948852539062
2024-03-21,147.43080139160156
2024-03-22,150.59716796875
2024-03-25,149.89796447753906
2024-03-26,150.4972686767578
2024-03-27,150.69703674316406
2024-03-28,150.75697326660156
2024-04-01,155.31175231933594
2024-04-02,154.3828125
2024-04-03,154.74240112304688
2024-04-04,150.35743713378906
2024-04-05,152.32518005371094
2024-04-08,154.6724853515625
2024-04-09,156.4204864501953
2024-04-10,155.96099853515625
2024-04-11,159.22726440429688
2024-04-12,157.54917907714844
2024-04-15,154.68247985839844
2024-04-16,154.22299194335938
2024-04-17,155.29177856445312
2024-04-18,155.83114624023438
2024-04-19,153.91334533691406
2024-04-22,156.10084533691406
2024-04-23,158.0785675048828
2024-04-24,158.9475860595703
2024-04-25,155.8211669921875
2024-04-26,171.7528839111328
2024-04-29,165.9595184326172
2024-04-30,162.59339904785156
2024-05-01,163.67214965820312
2024-05-02,166.42898559570312
2024-05-03,167.04827880859375
2024-05-06,167.9073028564453
2024-05-07,171.05368041992188
2024-05-08,169.1858367919922
2024-05-09,169.76516723632812
2024-05-10,168.4566650390625
2024-05-13,168.94610595703125
2024-05-14,170.1447296142578
2024-05-15,172.31224060058594
2024-05-16,173.98031616210938
2024-05-17,175.85816955566406
2024-05-20,176.71717834472656
2024-05-21,177.6461181640625
2024-05-22,176.1778106689453
2024-05-23,173.35104370117188
2024-05-24,174.78939819335938
2024-05-28,176.19776916503906
2024-05-29,175.69834899902344
2024-05-30,171.91270446777344
2024-05-31,172.30224609375
2024-06-03,172.9714813232422
2024-06-04,173.59075927734375
2024-06-05,175.20892333984375
2024-06-06,176.5273895263672
2024-06-07,174.260009765625
2024-06-10,175.00999450683594
2024-06-11,176.6199951171875
2024-06-12,177.7899932861328
2024-06-13,175.16000366210938
2024-06-14,176.7899932861328
2024-06-17,177.24000549316406
2024-06-18,175.08999633789062
2024-06-20,176.3000030517578
2024-06-21,179.6300048828125
